# Shadow tomography log started 2020-01-14 13:21:23
# Dimension = 8
# True state = ( 0.06087385 -0.30354142  0.28090474  0.21972063  0.31074887  0.40416151 -0.33726593  0.05063916  0.02287259  0.00473463  0.01562384 -0.15327942  0.07181253  0.21434026 -0.06335928  0.56687820)
# N        C              re0         im0         re1         im1         re2         im2         re3         im3         re4         im4         re5         im5         re6         im6         re7         im7
  1345576  32462  -0.03876528 -0.57470719  0.05289335  0.26828766  0.16784715 -0.42457290  0.11467403  0.19785848  0.28599118  0.10623785  0.33876832  0.11044568 -0.32190631  0.04780641 -0.01161646  0.08134047
  1366043  20467   0.28439041  0.07180431 -0.06343074  0.58287542 -0.17135862 -0.19193191 -0.07776406  0.19743982 -0.17777072 -0.52173877 -0.08374722  0.14795356  0.16904329  0.15437610  0.18604809 -0.19806192
  1391714  25671  -0.30107544  0.18531436 -0.12041671  0.04405313  0.26839664  0.05292888  0.35684868  0.05914766 -0.02844603 -0.21035199  0.41721207  0.51872792 -0.25664151  0.26213623 -0.17084066 -0.03041640
  1400074  8360    0.54844936 -0.04029821  0.46030085  0.04132203  0.20660366  0.21095211  0.02429046  0.04202748  0.06856008 -0.01665590  0.13229775 -0.14808640 -0.53723648  0.00345743 -0.13717651 -0.20637394
  1415763  15689   0.25633760  0.23446837 -0.23332326  0.27268845  0.08854004 -0.14896467  0.03926305 -0.17968442 -0.26194428  0.22214922 -0.52456506  0.18498578 -0.28983348  0.18890071 -0.13589954  0.34806617
  1446850  31087  -0.10194705  0.16947932  0.41799661 -0.42961267 -0.31425283 -0.00383317 -0.11510054 -0.52251071 -0.25141563 -0.14921156 -0.07027179  0.30264977 -0.07121044 -0.14055625 -0.09702795  0.01760426
  1474539  27689   0.22641962 -0.00904604 -0.26525701  0.09070755 -0.29246582 -0.06909307 -0.16258656 -0.16761186  0.57103662 -0.36915451  0.05452202  0.05490436  0.01486137 -0.02068941 -0.49254659  0.11674282
  1502706  28167   0.20845577 -0.52241191 -0.41170323  0.07212646 -0.05022276 -0.07065459  0.23756614 -0.40793931 -0.24850466 -0.02989258  0.17002025  0.08241884 -0.12819213 -0.29310531  0.15655409 -0.23100358
  1569883  67177   0.20048097  0.03426879 -0.00855230  0.15160451  0.06883321 -0.16083076 -0.30763401  0.19565641 -0.39149306 -0.22362633 -0.10192955  0.20026075  0.33242752  0.14533332 -0.26403417 -0.56297236
  1635859  65976  -0.02873395  0.05368794 -0.02579472 -0.06981727 -0.41950901 -0.63620728 -0.06396829  0.36375576 -0.08156364 -0.10766516  0.12219678 -0.06623417 -0.44404222  0.02178660  0.19400390 -0.02730095
  1675049  39190  -0.28152130  0.15539060 -0.23856932  0.23274573 -0.44930338 -0.00693631 -0.09636990  0.11369845 -0.24315388  0.31227177  0.29893236 -0.47699067 -0.24518474  0.09539814 -0.13605083  0.01154020
  1727007  51958  -0.09331341  0.08791839 -0.52143369 -0.37278527 -0.35421223  0.18983637  0.02551275 -0.18150852 -0.02435846  0.10250851 -0.41025849  0.19419577  0.21837716 -0.19573816 -0.27240441  0.01640376
  1782738  55731   0.15984514  0.09526973  0.00010628 -0.38362759  0.11074899  0.09779859 -0.10544558 -0.02599057  0.14652361  0.41363027  0.49681592  0.17889236  0.24200149  0.43939791 -0.15588769  0.19301546
  1821850  39112  -0.10896710 -0.24576907  0.28036991  0.00080254 -0.17254497 -0.16804942 -0.14700110  0.43952057  0.24283195  0.51788445 -0.07058243  0.21611397  0.02486439 -0.44230157 -0.00579733  0.03427045
  1851622  29772   0.59327961  0.42688283 -0.11092413 -0.03376843  0.06357958 -0.20528920  0.39749341  0.29716001 -0.19679026  0.09600841  0.07833527 -0.01433358 -0.05797319 -0.26357028 -0.13240701 -0.12331700
  1899222  47600  -0.33756031  0.10023420 -0.11305826  0.31181020  0.33470815 -0.38891808  0.24713298 -0.18540956  0.29314251  0.17199035 -0.06124803  0.05277290  0.10277979  0.09833468 -0.45614241 -0.23856098
  1907513  8291    0.10403802  0.08729142  0.26479587 -0.05772148  0.01535162  0.36006964 -0.21113594 -0.38356019  0.12477589  0.03674282  0.25728813 -0.18901936  0.02080431 -0.41716168 -0.20197299 -0.50242483
  1923422  15909  -0.10190812  0.29364426 -0.04247400 -0.23145017  0.25387389 -0.23004634 -0.04785866 -0.42645465  0.02504002  0.36266664 -0.12468523 -0.12739536 -0.30162320 -0.19596080  0.45951747  0.20499682
  1987839  64417  -0.32698140  0.15572173 -0.09156176 -0.04774624  0.44214979  0.11473464 -0.29525974 -0.10272275  0.06596653  0.22810883 -0.33569179 -0.20746842  0.31098447 -0.36355967 -0.12560174 -0.30822033
  1997362  9523   -0.36600516 -0.43177331 -0.09775232 -0.31488074 -0.10955662  0.06812385 -0.40725905  0.00262744 -0.01066704 -0.36471423  0.03891021 -0.02756254 -0.35241352  0.04038634 -0.35308904 -0.04994119
  2032724  35362  -0.12925778  0.01012054  0.21399790 -0.16967193 -0.24627540 -0.47562390 -0.12312419  0.38988289 -0.04616802 -0.02529613 -0.15600092 -0.42609259 -0.03360904 -0.01440755  0.44827196 -0.20885636
  2043080  10356  -0.06749468  0.10441459 -0.09039035  0.43012531 -0.34564629 -0.21293747 -0.13232590 -0.12935345 -0.31511082 -0.41300476  0.19302721  0.07912483  0.38806608 -0.26878107 -0.13808526 -0.19238918
  2056724  13644  -0.15434906 -0.29032175  0.41115496  0.03964015  0.04242378  0.11233283  0.20575827  0.50414834  0.29864243 -0.13004699  0.01445454  0.10237516  0.46133213 -0.07000747 -0.23016158  0.15118728
  2067263  10539   0.20441091 -0.30873441 -0.33177998  0.07895427  0.27947076 -0.22974357  0.38184889  0.20969933 -0.20999471  0.10387693  0.21632131 -0.40287404 -0.07107006 -0.06386850 -0.33679588 -0.19841095
  2183008  115745  0.25308001 -0.11152019 -0.52449195 -0.05867449 -0.29504017  0.20519945 -0.15039363  0.12787026  0.26653058 -0.02599897 -0.08867188 -0.25582945  0.16012188 -0.34359075  0.14940981  0.40720005
  2202282  19274   0.29095006 -0.33140415  0.01930553 -0.21686586  0.16294674 -0.14832739 -0.09849453 -0.00613039 -0.55077000 -0.04237430 -0.47261327  0.27589133  0.22479150  0.00525634  0.06049584  0.20244343
  2289287  87005  -0.28147357  0.35461442  0.08282790 -0.35764963 -0.52417796  0.12223260 -0.11582967 -0.32953294 -0.20389398 -0.19554003  0.01968570 -0.04357486  0.04865942 -0.26003885 -0.30222585  0.07150073
  2317270  27983  -0.21514268 -0.55453473 -0.14862089 -0.05230565 -0.08607592  0.08315414  0.04000139 -0.28918341  0.03301053 -0.17325779 -0.18145544  0.14960428 -0.39462340  0.25189590 -0.06099038  0.46099405
  2360127  42857   0.25070493 -0.26464874  0.38526276  0.13643053 -0.14918647 -0.20086032 -0.36637283 -0.09489464 -0.30604029 -0.01648730 -0.18597059 -0.03951690  0.12930275 -0.35261937  0.41136285  0.23210718
  2372636  12509  -0.07107024 -0.07942203  0.22899060  0.25816502 -0.14720592 -0.03788386 -0.49762679  0.05886157  0.37322681  0.25681921  0.47712102 -0.15155913 -0.14261983  0.05878885 -0.30730438  0.14578028
  2384737  12101  -0.23166250 -0.06857037  0.41559794 -0.11569830  0.49606936  0.33664131  0.02303445 -0.23177483  0.01497410  0.37324857 -0.28246221 -0.07850103  0.22612270 -0.07834062 -0.23157931  0.07400522
  2394879  10142   0.10385856 -0.21178479 -0.23048894 -0.12135976 -0.24281680 -0.05064893 -0.27284675  0.30296880  0.00855335  0.12131200 -0.32708000  0.23624304  0.55306027  0.23126806 -0.33338288  0.02568860
  2415426  20547   0.13387575 -0.40258274 -0.13898333 -0.42339994  0.26288960  0.16790124 -0.16482541 -0.13080507 -0.06819887 -0.29550535  0.51948944 -0.12340401  0.27238322 -0.06441917  0.03577085 -0.15214158
  2501005  85579  -0.05412137 -0.00646827 -0.04136275  0.31625915  0.10696003  0.28387855 -0.35994199 -0.06412492  0.31256227 -0.49588143 -0.32701107  0.12194844 -0.07896515 -0.21158795 -0.05679965 -0.38725730
  2551877  50872   0.03610726  0.21120996  0.32164890  0.03738964 -0.24276443  0.26362476  0.41386022 -0.17715798 -0.01352083 -0.02650899 -0.09413896 -0.44438072 -0.03646941 -0.15993576  0.46730153  0.25618491
  2587941  36064   0.20834116 -0.02386704 -0.12315482  0.15037967 -0.27654792 -0.45820422  0.16020610  0.34567269 -0.18064591 -0.23400264 -0.24809335  0.25799435 -0.11617951 -0.18882616  0.40582291 -0.23939696
  2594260  6319   -0.41006131 -0.03235129  0.20139824 -0.17133303  0.11189119  0.00078133  0.16984993 -0.06917574 -0.33671514 -0.43562646 -0.20894526  0.35137884 -0.08247005  0.35181811 -0.01091020  0.33728816
  2628940  34680   0.31460268 -0.31898727  0.27039528  0.22558679  0.55331572 -0.12552003  0.39428385 -0.00156381 -0.03952117 -0.01388426  0.18659481  0.00605722  0.34597475  0.15170386  0.09699598 -0.09572716
  2668458  39518   0.05289627  0.24268593  0.04427233 -0.32373816 -0.28609677 -0.00403772  0.21741975  0.14738460  0.33096290 -0.14547773 -0.21844891 -0.02015459  0.56727511  0.29789839 -0.18677859 -0.23753057
  2709285  40827  -0.39357920  0.17847752 -0.22852162  0.32906384  0.09973410  0.05319069 -0.03315848 -0.20772285  0.13265861 -0.51497846  0.29202668 -0.16406491  0.04900070  0.02920020  0.16956202 -0.41074158
  2721695  12410   0.35946996  0.12028326  0.46242624 -0.17908853 -0.13856430 -0.06112056 -0.30353759 -0.08767788  0.25352111 -0.34682392  0.45104813  0.26278604 -0.13229813 -0.03457466  0.07471734  0.07938953
  2787806  66111   0.38410513 -0.02257401 -0.36599236  0.12771401 -0.18863612 -0.31231486  0.06623600 -0.49561190  0.01141614 -0.09290127 -0.03371269 -0.17208207 -0.14205027  0.44494152 -0.10319258  0.22414317
  2847328  59522   0.30085955 -0.06991851 -0.11026661 -0.01000227 -0.06853742  0.37980706  0.10082218 -0.62609693 -0.27349048 -0.20698627  0.09873370  0.05573533 -0.25216144  0.15317267 -0.34884532  0.04458104
  2859686  12358   0.32976209  0.19235431  0.52937630 -0.32360771 -0.14442248  0.02538141 -0.31252670 -0.04277219  0.35671172 -0.12966302  0.12525345  0.32409321  0.11221986  0.24929922  0.05296727  0.07721133
  2911838  52152   0.56357495 -0.19958976 -0.16703881  0.46352070  0.03837799  0.13870574  0.08519645  0.05286367  0.14523547  0.12279260 -0.16916614  0.25691098  0.44317236 -0.06358178  0.07399524 -0.17976978
  2945407  33569  -0.36634533 -0.34935958 -0.09562567  0.08765159 -0.40738358 -0.00598862  0.31004960 -0.06609032  0.13313390 -0.02527802  0.14731147  0.16046327  0.22509650  0.53587026  0.13881409  0.19367115
  2992377  46970   0.03644482  0.00333114 -0.17669824 -0.31597234  0.19836599  0.01914773  0.24945197 -0.23334766  0.54164711  0.46213302  0.12338380 -0.17924346  0.13662544 -0.14190080 -0.25585965  0.22943402
  3018891  26514   0.20238489 -0.06488901  0.40244694 -0.02528162  0.38223987  0.03617446  0.47366038 -0.02367142 -0.10281208 -0.17219311 -0.18375077 -0.37479905  0.04816148  0.17274138  0.34619285  0.23114628
  3038641  19750   0.03967453  0.24643090 -0.17803903  0.13287029  0.44676721 -0.34225510  0.14530130 -0.11198798 -0.04689471 -0.04131683  0.60044286  0.29622142 -0.07162005  0.15313035  0.20083964 -0.12981607
  3078302  39661  -0.03279516  0.18775138  0.01101735  0.00789071  0.06317961 -0.36738942  0.09962089  0.05112175 -0.24837772 -0.26646186 -0.14290842  0.18455024  0.44081298 -0.07799816 -0.50312358  0.41385709
  3090012  11710  -0.09759190 -0.11412175 -0.27185674  0.62398114  0.08365298  0.13067148  0.19557746  0.10267639  0.09249873  0.29901207  0.08090538 -0.50361224 -0.12651652 -0.24246601 -0.08074900 -0.04331105
  3180511  90499  -0.22625980  0.31644495  0.25094102  0.24645551 -0.22374960  0.01338067  0.35309778  0.39059121 -0.06435427  0.02984983  0.19138568  0.26016662  0.34953869  0.16641574 -0.28699448 -0.23641059
  3203712  23201  -0.42383333  0.09643220  0.16027817  0.02143197 -0.20024993 -0.36138865  0.10324749 -0.15345992 -0.36333893  0.02561003  0.40111412 -0.05450396 -0.38897572 -0.03229060  0.25199437  0.26004943
  3229945  26233   0.07407726 -0.19635070  0.15372349  0.39940644  0.06748554  0.20342250 -0.39044361 -0.40007082 -0.06503100  0.18540102  0.34053628  0.20679913  0.19681416  0.35931851 -0.12172032  0.18539098
  3245949  16004   0.29901360 -0.54002471  0.25262807 -0.18975850  0.03101139 -0.10814267  0.31590830  0.27290879 -0.20829000  0.42748780 -0.03008824 -0.04766745 -0.12760172  0.29152416 -0.02612444  0.03069338
  3270568  24619   0.06074529 -0.13614772 -0.09354997  0.04941186 -0.15122750 -0.29533085  0.04360192 -0.09459315 -0.22885059 -0.48999832 -0.07783243 -0.52639378  0.32685011  0.32045617 -0.22839022  0.09130795
  3330816  60248   0.34643846  0.12294355 -0.14182390  0.26016963 -0.14857377 -0.21751996  0.19985952  0.14573918  0.29657895 -0.01723244 -0.00284811  0.14848039  0.21530816  0.10084205  0.52118648  0.45608941
  3381008  50192   0.12739717 -0.19626377  0.06982238  0.00501209 -0.70933148 -0.11730538 -0.26588049  0.10125314  0.34477440  0.00165897  0.05890558  0.03270536 -0.21390380 -0.20510647 -0.35189951  0.08617114
  3467185  86177   0.48224912  0.01779482 -0.14235521  0.05348728 -0.26995592 -0.06135199  0.57771988  0.09262273  0.05816787  0.27340737  0.24101010 -0.07876480 -0.16217877  0.14149093 -0.32774282 -0.16985844
  3536037  68852   0.06355722  0.09435526 -0.17057406 -0.35763570  0.16850722  0.63060249  0.31929877  0.07321591 -0.10865617  0.04902360  0.04319566 -0.17167788  0.02797066 -0.38798406  0.26587777  0.17070060
  3572406  36369   0.11223537  0.24759747  0.21064891 -0.23620551  0.14545493 -0.18808504 -0.14426011 -0.04892624  0.34030218 -0.36103385  0.36575454 -0.34832003 -0.36771862 -0.18417632 -0.19206793  0.19726277
  3575849  3443    0.40995294  0.09365999  0.24776457  0.12852415 -0.01210156  0.17164753 -0.17457087 -0.13334101 -0.29660741 -0.12148989 -0.44047498  0.09696027 -0.07740671 -0.40205702 -0.42666489 -0.10750204
  3637016  61167   0.61678205  0.10321514  0.12499618  0.22387853  0.00618597  0.00918196 -0.36536466 -0.01214163  0.12882220  0.28406988  0.15283704 -0.07676075  0.20942161  0.02700653  0.46815446  0.13828226
  3638519  1503   -0.05841353 -0.05268769 -0.09375969 -0.25957376 -0.22935319  0.30911014 -0.43499907 -0.30999597 -0.23289553  0.14886837  0.33532285 -0.10683091 -0.20868451  0.16397144 -0.04637604 -0.45970189
  3655420  16901   0.12715476 -0.17836774 -0.36065991  0.42724589  0.04713371  0.20979448 -0.07451957  0.15435845 -0.11791000 -0.54714905  0.41933541  0.26542838  0.00845165 -0.04475729 -0.03439239  0.03098790
  3656990  1570    0.23834960 -0.03723281  0.08573215 -0.42417435  0.43429704 -0.16744952  0.08881268 -0.15053601 -0.20910922 -0.16755353  0.17473612  0.12615704  0.54733346  0.22116430 -0.16245259 -0.11916245
  3677271  20281  -0.19407028  0.26867808 -0.39656420 -0.04353004 -0.29575281 -0.15641277 -0.17508200  0.00375439  0.04868478  0.20332851  0.13016921  0.24526510  0.08330858 -0.32794993  0.27449029  0.52701065
  3702176  24905  -0.03808689  0.24685923 -0.17114085 -0.19568681  0.15554304 -0.31563286 -0.35725261  0.07435553  0.31589492 -0.27355302 -0.32130737 -0.42829560  0.17354111 -0.20745542  0.09768698 -0.26278900
  3722299  20123   0.31371339 -0.02148255  0.33025640  0.16324318  0.18162586 -0.20443205 -0.07261319  0.05321669 -0.21114753 -0.08069403 -0.23891636 -0.31455085 -0.15136408  0.09949385  0.25332717  0.61515595
  3780290  57991   0.34123794 -0.56593957 -0.04950461  0.15532997  0.01440834  0.08615565 -0.39812923 -0.02659919 -0.09150228 -0.13906640  0.22189450  0.06018299  0.42448036 -0.32940538  0.02079786 -0.01228175
  3829818  49528  -0.27851055  0.17164310  0.05568757  0.25230035 -0.13214538  0.43680389 -0.03947227 -0.41942921 -0.39342224 -0.03122159 -0.40965734 -0.14241521  0.21366239 -0.17663294  0.12043884 -0.07253678
  3842349  12531   0.13548589 -0.05803889 -0.63213592 -0.18591363  0.29910770  0.01487691 -0.03150387 -0.02467529 -0.53135861  0.17945648  0.08432627 -0.21659525 -0.19907250  0.14741644  0.09631180 -0.11669962
  3915538  73189  -0.02189633 -0.28788873 -0.30479063 -0.10418532  0.16234261  0.55311613  0.01054777  0.16682356  0.42491601 -0.03130055 -0.40854314  0.05665602 -0.07524247  0.11753853  0.01035353  0.28534211
  3917940  2402   -0.28194506 -0.02331096  0.02346961  0.07579394 -0.22403567  0.03748918 -0.67765635  0.05113865 -0.08885335 -0.20767477  0.08830624  0.08545171 -0.18010217  0.54838568 -0.03052589  0.00425947
  3945836  27896  -0.41589307 -0.01032265 -0.02658664  0.04583631 -0.15171388 -0.14215465 -0.07988909 -0.16224115  0.13702890 -0.35814672  0.20909306  0.41145490 -0.10278686  0.45243992 -0.29449504  0.29348544
  3988826  42990  -0.06450511  0.05819068 -0.50511143 -0.01422335  0.32474638 -0.57542095 -0.04150145  0.11626966 -0.14132442 -0.33144687  0.20010885 -0.12485247 -0.00472102 -0.10645485  0.03932924 -0.29485516
  4001673  12847   0.04137234  0.06033877 -0.06574254  0.04081922 -0.30868361 -0.17830953 -0.33156314 -0.49054119  0.26210237  0.29174334  0.27168857  0.11339151 -0.10814864 -0.00569173  0.42327070 -0.28221247
  4109328  107655  0.30621420  0.33635093 -0.40966841 -0.31201030 -0.30682370  0.18766933  0.35611811 -0.12349647  0.17766527 -0.27010735 -0.15655941 -0.16506502 -0.24044710  0.19022487  0.06812017  0.03961482
  4117701  8373    0.34216271  0.05836128 -0.14891639  0.39923443  0.24749272  0.00887444  0.18747093  0.23419172  0.38039123  0.28309997  0.46557974 -0.00348839 -0.13027746  0.11068466 -0.08718428  0.26112782
  4127434  9733    0.10804469  0.10335661  0.08612511 -0.02059753  0.08719636  0.11385577 -0.06351768 -0.50862289 -0.02908241 -0.19542332  0.26094086 -0.14865597 -0.11279739 -0.56685916 -0.44703545  0.15292430
  4166626  39192   0.13312691 -0.14392133 -0.30732684 -0.05850597 -0.22855202 -0.21425715 -0.26450059  0.09868583  0.36048624  0.00256351 -0.28041597  0.07021111  0.47127949 -0.28567046 -0.06081633  0.40610260
  4192293  25667   0.06933822 -0.64888080 -0.17559833 -0.39060450 -0.28164732  0.06633212  0.14694855  0.07349890 -0.23338454  0.12839487  0.44533968 -0.06378171  0.01467633  0.02111868 -0.07364252  0.02417462
  4196665  4372    0.18318106  0.23647798  0.33871713  0.24058346  0.10307511  0.08487105 -0.24129746 -0.45483595 -0.00956110  0.05875626 -0.03835120  0.25520509  0.31694572 -0.12287632 -0.49803716 -0.14576361
